title,tag,info,comments,content
再一次,豆瓣图书标签: 漫画,[加] 布莱恩·李·奥马利 / 梁梓聪 / 后浪丨北京联合出版公司 / 2017-7 / 68.00元,(110人评价),"假如人生可以重来，你会如何抉择？
《纽约时报》畅销书作家布莱恩·李·奥马利最新杰作
《环太平洋》导演吉尔莫·德尔·托罗、《理解漫画》作者斯科特·麦克劳德倾力..."
方向,豆瓣图书标签: 漫画,[法] 马克-安托万·马修 / 后浪漫（编译） / 后浪丨北京联合出版公司 / 2017-4 / 99.80元,(660人评价),"欧洲艺术漫画奇才马修全新烧脑神作
图像小说内容和形式上的双重突破
智力与想象力的乐趣背后，是深刻的哲学探讨
...................
※编辑推..."
睡魔1：前奏与夜曲,豆瓣图书标签: 漫画,[美] 尼尔·盖曼（Neil Gaiman）编、山姆·凯斯（Sam Keith） 等绘 / 韩钢 / 北京联合出版公司·后浪出版公司 / 2016-8 / 128.00元,(541人评价),"《美国众神》《坟场之书》《星尘》作者、奇幻大师尼尔·盖曼成名力作
世界奇幻奖、艾斯纳奖、安古兰获奖作品
IGN首佳漫画、《纽约时报》畅销书榜
《娱乐周刊》“..."
阿兰的战争,豆瓣图书标签: 漫画,[法]埃曼努埃尔·吉贝尔（Emmanuel Guibert） / 孟蕊 / 北京联合出版公司·后浪出版公司 / 2015-8 / 128.00元（全三册）,(760人评价),"一名普通士兵的“二战心灵史”
一部最纪实最诗意的水墨图卷
《出版人周刊》“明星推荐”作品
荣获七项欧美漫画、图像小说大奖
【编辑推荐】
《阿兰的战争》是法国..."
海贼王,豆瓣图书标签: 漫画,尾田荣一郎 / 董科 / 浙江人民美术出版社 / 2007-11 / 7.50元,(25912人评价),路飞所生长的小村庄里曾经是一群以「红发香克斯」为首的海盗们的暂居地，而幼年路飞一直希望可以成为他们的一员，可在一次意外的情况下，他吃了一种叫做「橡皮果实」的...
守望者 上,豆瓣图书标签: 漫画,[美] 阿兰·摩尔 / 王周凌 / 世界图书出版公司 / 2014-7-1 / 68.00,(1294人评价),《守望者》不论在漫画界与主流媒体都备受赞誉，被视为漫画中的经典作品。《守望者》是美国《时代周刊》2005年评选出的“1923年至今百部最佳英文小说”之一，同...
我可以咬一口吗,豆瓣图书标签: 漫画,[美] 莉兹·克里莫 / 周高逸 / 天津人民出版社 / 2016-4 / 39.00元,(6273人评价),《我可以咬一口吗》是美国漫画家莉兹•克里莫继《你今天真好看》之后的又一本清新暖萌的漫画集，收录了莉兹•克里莫一百多张逗趣漫画。书中集结了所有你能想到的各种萌...
波丽娜,豆瓣图书标签: 漫画,[法] 巴斯蒂安·维韦斯 / 张鑫佳 / 北京联合出版公司·后浪出版公司 / 2016-7 / 99.80元,(538人评价),"在人生的岔路口，面对重重的挫折和迷茫，怀揣最初梦想的我们该如何抉择？
法国2012年度漫画评论大奖作品，带给你关于跳舞、关于成长、关于抉择的心灵触动。
....."
一日谈,豆瓣图书标签: 漫画,[巴西]法比奥·穆恩(Fábio Moon)、加布里埃尔·巴(Gabriel Bá) / 王怡婧 / 北京联合出版公司·后浪出版公司 / 2016-8 / 128.00元,(344人评价),"“魔幻现实主义”图像小说，一场用死亡铭记生命的仪式
...................
※编辑推荐※
作为一部“魔幻现实主义”图像小说，《一日谈》没有将..."
塔希里亚故事集,豆瓣图书标签: 漫画,吴淼 / 接力出版社 / 2007 / 26.00元,(3545人评价),"在这个被虚构出来的、气势磅礴的塔然里亚世界中，生存着一群智慧的强者；法师、巨龙、精灵、矮人……
他们生存着、战斗着、恋爱着、思考着……生的意义何在？死后去向..."
卢浮宫的守护者,豆瓣图书标签: 漫画,[日] 谷口治郎 编绘 / 伍楚 / 后浪丨北京联合出版公司 / 2017-6 / 88.00元,(94人评价),"当卢浮宫遇见漫画
穿越梦幻的时空，神游艺术的历史
谷口治郎的诗意水彩
描绘对艺术、对生命的深刻解读
“这个不可思议的迷宫里，
住着一群它的守护者。
我们想让..."
半小时漫画中国史（修订版）,豆瓣图书标签: 漫画,二混子 / 江苏凤凰文艺出版社 / 2017-4-10 / 39.90元,(1461人评价),"看半小时漫画，通三千年历史，脉络无比清晰，看完就能倒背。
仅仅通过手绘和段子，二混子就捋出清晰的历史大脉络：春秋战国像个班级、大秦过把瘾就死、三国就三大战役..."
﻿白夜行,豆瓣图书标签: 推理,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2008-9 / 29.80元,(189478人评价),“只希望能手牵手在太阳下散步”，这个象征故事内核的绝望念想，有如一个美丽的幌子，随着无数凌乱、压抑、悲凉的故事片段像纪录片一样一一还原：没有痴痴相思，没有海...
无人生还,豆瓣图书标签: 推理,[英] 阿加莎・克里斯蒂 / 祁阿红 / 人民文学出版社 / 2008-3 / 19.00,(33527人评价),十个互不相识的人，被富有的欧文先生邀请到了印地安岛上的私人别墅里。晚餐后，一个神秘的声音揭开了人们心中所各自隐藏着的可怕秘密。当天晚上，年轻的马斯顿先生离奇...
嫌疑人X的献身,豆瓣图书标签: 推理,[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,(142577人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
金色梦乡,豆瓣图书标签: 推理,[日] 伊坂幸太郎 / 李彦桦 / 译林出版社 / 2010-9 / 35.00元,(10865人评价),平凡的送貨員──青柳雅春和多年不見的老友森田森吾偶遇，卻突然被告知首相即將被暗殺，而青柳則是兇手！還一頭霧水的青柳，早已成為警方不擇手段要緝捕的對象，更慘的...
东方快车谋杀案,豆瓣图书标签: 推理,[英] 阿加莎·克里斯蒂 / 陈尧光 / 人民文学出版社 / 2006-5 / 18.00元,(35616人评价),午夜过后，一场大雪迫使东方快车停了下来。这辆豪华列车整年都处于满员状态。但那天早上却发现少了一名乘客。一个美国人死在了他的包厢里，他被刺了十二刀，可他包厢的...
幽灵,豆瓣图书标签: 推理,[挪] 尤·奈斯博 / 林立仁 / 湖南文艺出版社 / 2017-6-10 / 42.00元,(528人评价),"▶ 两个孤独少年 × 一位孤勇警探，如父如子的亲情，失而复得的挚爱，触不可及的未来
▶全球销量突破3300万册，北欧悬疑小说天王尤•奈斯博《猎豹》之后再创销..."
猎豹,豆瓣图书标签: 推理,[挪] 尤·奈斯博 / 林立仁 / 湖南文艺出版社/博集天卷 / 2016-11-1 / 58.00元（全两册）,(2992人评价),"恨与爱是一个铜板的两面，一切都始于爱……
一个满身缺点的迷人英雄 × 一个藏身暗处的疯狂猎手
作品全球销量突破2500万册、北欧犯罪小说天王尤•奈斯博《雪人..."
恶意,豆瓣图书标签: 推理,[日] 东野圭吾 / 娄美莲 / 南海出版公司 / 2009-6 / 18.00,(67246人评价),"畅销书作家在出国的前一晚于家中被杀。凶手很快落网，对罪行供认不讳、但求速死，却对作案动机语焉不详。
他当真是罪犯？他究竟为何杀人？
在彻查被害人与凶手的过去..."
玫瑰的名字,豆瓣图书标签: 推理,[意] 翁贝托·埃科 / 沈萼梅、刘锡荣 / 上海译文出版社 / 2010-03 / 33.00元,(5737人评价),“玫瑰的名字”是中世纪用来表明含有象征意义的词汇，故事亦以一所中世纪修道院为背景。原本就已被异端的怀疑和僧侣的个人私欲弄得乌烟瘴气的寺院，却又发生了一连串离...
S.,豆瓣图书标签: 推理,[美] J.J.艾布拉姆斯、[美] 道格·道斯特 / 颜湘如 / 中信出版集团 / 2016-6-6 / 168.00 元,(2704人评价),"文豪身份 扑朔迷离
她在图书馆拾获一本《忒修斯之船》，作者石察卡身份成谜，据译者柯岱拉描述，他尚未写完便人间蒸发，生死未卜，留给世人一宗悬案。有人用铅笔写下..."
清明上河图密码,豆瓣图书标签: 推理,冶文彪 / 北京联合出版公司 / 2015-1-1 / 49.90元,(4124人评价),全图824位人物，每个人都有名有姓，佯装、埋伏在舟船车轿、酒肆楼阁中。看似太平盛世，其实杀机四伏。翻开本书，在小贩的叫卖声中，金、辽、西夏、高丽等国的间谍、...
雪人,豆瓣图书标签: 推理,[挪威] 尤·奈斯博 / 林立仁 / 湖南文艺出版社 / 2016-4 / 39.00元,(6902人评价),初雪的夜晚，小男孩从噩梦中醒来，惊觉妈妈不见踪影，院子里凭空出现一个不知是谁堆起的雪人。他当圣诞礼物送给妈妈的粉色围巾，就围在雪人的脖子上，一排由黑色卵石组...
长夜难明,豆瓣图书标签: 推理,紫金陈 / 浦睿文化/云南人民出版社 / 2017-1 / 42.00元,(2438人评价),"国内原创推理大神 紫金陈，高智商犯罪” “推理之王”系列后，心血新作
嫌疑人杀人抛尸，却因意外在大庭广众之下被当场抓获。现场至少有几百个目击证人，嫌疑人对整..."
福尔摩斯探案全集（上中下）,豆瓣图书标签: 推理,[英] 阿·柯南道尔 / 丁钟华 等 / 群众出版社 / 1981-8 / 53.00元/68.00元,(48157人评价),最经典的群众出版社的翻译版本，一经出版，立即风靡成千上万的中国人。离奇的情节，扣人的悬念，世界上最聪明的侦探，人间最诡秘的案情，福尔摩斯不但让罪犯无处藏身，...
明镜之书,豆瓣图书标签: 推理,[罗] 尤金·欧·切洛维茨 / 张畅、袁子奇 / 中信出版社 / 2017-7 / 42.80元,(188人评价),"1987年12月23日凌晨，心理学明星教授韦德在家中被残忍杀害了。
和他关系最密切的三个人被逐一调查——得意门生劳拉、图书室整理员弗林以及因报恩而常年往来的..."
希腊棺材之谜,豆瓣图书标签: 推理,[美] 埃勒里·奎因 / 王敬之 / 新星出版社 / 2008-6 / 30.00元,(6145人评价),一位著名艺术商去世，遗嘱却离奇失踪。埃勒里·奎因介入调查，发现其背后蕴藏着更大的阴谋……
半落,豆瓣图书标签: 推理,(日)横山秀夫 / 王维幸 / 南海出版公司 / 2013-7 / 28.00,(768人评价),"我一直在彷徨着寻找一个死的地方……
生命究竟从什么时候开始，遗落了本该最珍贵的那一半？
正直的警局高官梶聪一郎掐死了备受疾病折磨的妻子，案发两天后投案自首。..."
放学后,豆瓣图书标签: 推理,[日]东野圭吾 / 赵峻 / 南海出版公司 / 2010-1 / 20.00元,(72781人评价),"东野圭吾成名作
荣获第31届江户川乱步奖
草长莺飞的青春，忽如琉璃般生生粉碎。
当美丽、纯粹、真实的事物被破坏，重视的回忆和梦想被摧毁时，恨意便开始萌发，恣..."
夏日启示录,豆瓣图书标签: 推理,[日] 笠井洁 / 简之 / 新星出版社 / 2016-8 / 45.00元,(709人评价),巴黎，炎夏。塞纳河畔枪声响过，警督之女娜迪亚与日本青年矢吹驱遭到了不明身份者的狙击。随之而来的是一封恐吓信，警告他们远离清洁派的秘宝，否则“启示录的愤怒”就...
ZOO,豆瓣图书标签: 推理,[日] 乙一 / 李颖秋 / 当代世界出版社 / 2007-10 / 20.00元,(24166人评价),每天早上都有一张我女朋友尸体的照片放到我的收件箱里，照片显示着女朋友的尸体正在一天天地生蛆、腐化。她是在我们去过动物园之后失踪的。所有人都认为她只是失踪了，...
﻿你今天真好看,豆瓣图书标签: 绘本,[美]莉兹•克里莫 / 周高逸 / 雅众文化/天津人民出版社 / 2015-8 / 39.00元,(13847人评价),《你今天真好看》是一本清新暖萌的漫画集，收录了莉兹•克里莫150多张逗趣漫画。书中集结了所有你能想到的各种萌物，恐龙、棕熊、兔子、企鹅，甚至还有伞蜥、獾、土...
我可以咬一口吗,豆瓣图书标签: 绘本,[美] 莉兹·克里莫 / 周高逸 / 天津人民出版社 / 2016-4 / 39.00元,(6273人评价),《我可以咬一口吗》是美国漫画家莉兹•克里莫继《你今天真好看》之后的又一本清新暖萌的漫画集，收录了莉兹•克里莫一百多张逗趣漫画。书中集结了所有你能想到的各种萌...
地图（人文版）,豆瓣图书标签: 绘本,(波兰)亚历山德拉·米热林斯卡、丹尼尔·米热林斯基 著 / 贵州人民出版社 / 2014-8-1 / 98.00元,(1008人评价),"★世界各国广泛引进：美国、英国、法国、比利时、荷兰、德国、俄罗斯、意大利、挪威、立陶宛、芬兰、冰岛、日本、乌克兰、韩国、澳大利亚等。
★荣获多国重要奖项。如..."
一個人住第5年,豆瓣图书标签: 绘本,高木直子 / 洪俞君 / 大田 / 2004-12-1 / NT$220,(34411人评价),"一個人住了五年的過來人的日常生活。一個人的生活輕鬆也寂寞，卻又難割捨。
作者利用可愛的圖畫搭配生活化的文字描寫一個人住的生活點滴，只要你曾經一個人住過，一定..."
活了100万次的猫,豆瓣图书标签: 绘本,佐野洋子 / 唐亚明 / 接力出版社 / 2004-10 / 28.00元,(9892人评价),有一只100万年也不死的猫，其实它死了100万次，又活了100万次。是一只漂亮的虎皮花猫。有100万个人宠爱过它，有100万个人在它死的时候哭过，可是它连一...
画的秘密,豆瓣图书标签: 绘本,[法] 马克-安托万·马修 / 贾梦 / 北京联合出版公司·后浪出版公司 / 2016-1 / 60.00元,(937人评价),"荣获瑞士谢尔漫画节最佳作品奖
欧洲漫画界最具实验性的概念型奇才、两届安古兰国际漫画节奖项得主马克-安托万·马修情感悬疑之作
堪比卡夫卡的诡异荒诞，兼具大卫·..."
向左走·向右走,豆瓣图书标签: 绘本,幾米 / 生活·读书·新知三联书店 / 2002-8 / 16.00元,(70233人评价),“她习惯向左走，他习惯向右走，他们始终不曾相遇。”《向左走·向右走》是几米首次表现男女感情的长篇图文创作。男女主角彼此在生活中的巧妙关系，构成了整个故事的设...
猜猜我有多爱你,豆瓣图书标签: 绘本,[英] 山姆·麦克布雷尼 文、安妮塔·婕朗 图 / 梅子涵 / 少年儿童出版社 / 2005-4 / 29.80元,(9263人评价),孩子总喜欢和别人比较，在《猜猜我有多爱你》这本图画书中的小兔子就是个典型的例子。小兔子认真的告诉大兔子“我好爱你”，而大兔子回应小兔子说：“我更爱你！”如此...
这些都是你给我的爱,豆瓣图书标签: 绘本,文：安东尼、图：echo / 长江文艺出版社 / 2010-3 / 24.80元,(43830人评价),《这些都是你给我的爱》讲述兔子男孩安东尼失恋后，为找寻曾经恋人一心向往的那棵“开满鲜花的树”，而环游旅行的故事。延续安东尼一贯深受读者青睐的无标点文字风格，...
不可思议的朋友,豆瓣图书标签: 绘本,[日] 田岛征彦 / 李秀芬 / 北京联合出版公司 / 2017-7 / 45.00元,(265人评价),"内容简介
小学二年级的时候，“我”转学到了一座小岛上的学校。开学典礼那天，一个大声自言自语的男孩引起了我的注意。原来他是小安，一个患有自闭症的孩子。起初，我..."
我怎样毁了我的一生,豆瓣图书标签: 绘本,[法] 贝尔当·桑帝尼 文、[法] 贝尔当·哥地尼 图 / 武娟 / 生活·读书·新知三联书店 / 2011-1 / 29.80元,(12205人评价),一个男人言简意赅描写了自己的人生，长大之前他英俊、应有尽有、从不寂寞，堪称上帝的宠儿，长大之后他丑陋、贫穷、虚伪，过着谎话连篇和庸俗不堪的生活，他是怎样毁了...
塞拉菲尼抄本,豆瓣图书标签: 绘本,[意] 鹿易吉·塞拉菲尼 / 张密 / 北京联合出版公司 / 2014-11 / 799.00元,(910人评价),《塞拉菲尼抄本》创作于1976年至1978年，并于1981年首次出版。2014年上市的中国版，是全球第七种语言授权，参与了全球合印计划，由意大利原厂印刷，原...
爷爷变成了幽灵,豆瓣图书标签: 绘本,[丹麦]金·弗珀兹·艾克松/文、[瑞典]爱娃·艾瑞克松/图 / 彭懿 / 湖北美术出版社 / 2007 / 23.00元,(8116人评价),《爷爷变成了幽灵》以平淡的语气表达浓浓的祖孙之情。书中朴实、淡彩的图画，不但感受不到死亡的可怕，反而从中找到了渲泻感情的出口。在感动之余，我们能感受到的是更...
松风,豆瓣图书标签: 绘本,早稻 / 中国水利水电出版社 / 2015-7-10 / 144元,(895人评价),"本书收集了画家早稻从2013年至2015年期间的部分作品，也是早稻的第一本个人作品集。
本作品以中国古代志怪小说和唐宋传奇为蓝本，讲述了一个在怪诞世界斩妖除..."
生活三部曲：生活的样子,豆瓣图书标签: 绘本,[法] 让-克劳德·弗洛克 / 周克希 / 北京联合出版公司·后浪出版公司 / 2016-7 / 60.00元,(203人评价),"不可错过的当代插画家弗洛克温情之作
风行欧洲的“清晰线条”画风
简单却耐人寻味的生活哲思
...................
※编辑推荐※
☆ 简单、明..."
"Yaxin, le faune Gabriel",豆瓣图书标签: 绘本,Manuel Arenas、Dimitri Vey / Éd. Soleil / 2010-10-22 / EUR 19.99,(31人评价),"Génie de l'animation, Manuel Arenas s'est associé à Dimitri Vey, brillant écri..."
你看起来好像很好吃,豆瓣图书标签: 绘本,宫西达也 / 杨文 / 北京少年儿童出版社 / 2004-06 / 32,(6478人评价),"《你看起来好像很好吃》由北京少年儿童出版社出版。
以前，以前，很久以前，在一个晴朗的日子里，山嘭嘭嘭地喷火，地咚咚咚地摇晃。就在这个时候，甲龙宝宝出生了。霸..."
秘密花园,豆瓣图书标签: 绘本,[英] 乔汉娜·贝斯福 / 北京联合出版公司 / 2015-6 / 42.00元,(6012人评价),"欢迎来到秘密花园！
在这个笔墨编织出的美丽世界中漫步吧
涂上你喜爱的颜色，为花园带来生机和活力
发现隐藏其中的各类小生物，与它们共舞
激活创造力，描绘那些未..."
睡不着：Tango一日一画,豆瓣图书标签: 绘本,Tango / 中信出版社 / 2014-1-1 / 32.00,(3077人评价),"除了音乐和文字，还有什么能让你感到轻松喜悦，嘴角上扬的？
新浪微博红人TANGO三年来夜夜一幅幽默画，陪伴无数睡不着的人度过无眠之夜。
源源不断的创意和坚持..."
阿狸·梦之城堡,豆瓣图书标签: 绘本,hans / 上海锦绣文章出版社 / 2009-1 / 36.80元,(23466人评价),阿狸童话绘本为纯手绘创作，画风成熟稳定，颜色精美靓丽。阿狸绘本的文字脚本立足于挖掘人们内心深处的柔软与坚强，围绕亲情、爱情、友情主题，风格温暖，有发人深省的...
﻿挪威的森林,豆瓣图书标签: 青春,[日] 村上春树 / 林少华 / 上海译文出版社 / 2001-2 / 18.80元,(184751人评价),这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，...
我口袋里的星辰如沙砾,豆瓣图书标签: 青春,韩松落 / 新经典文化/北京十月文艺出版社 / 2017-6 / 39.00元,(113人评价),全书由50余篇散文组成，按时间脉络分为五个部分，描述了一个小城青年的成长历程。从昆仑山下的绿洲，到祁连山下的小城；从青翠的少年，到沧桑的中年；从最初的狂喜，...
朝花惜时,豆瓣图书标签: 青春,左小翎、壳小杀 / 北京联合出版公司 / 2017-7-1 / 39.90元,(95人评价),天真少女安可乐第一次来到大城市，在学校里结实了形形色色的新朋友：态度恶劣的后桌同学叶陵、心地善良却经常受到嫉妒和欺凌的校花文浅浅、曾经暗恋的学长白一然……还...
最好的我们,豆瓣图书标签: 青春,八月长安 / 湖南文艺出版社 / 2013-8-5 / 55,(18247人评价),"你总是说青春从不曾永远，而那时候的我们，就是最好的我们。
这一次，我们和整个青春做告别。
八月长安全新力作。
你还记得高中时的同桌吗？那个少年有世界上最明朗..."
我不喜欢这世界，我只喜欢你,豆瓣图书标签: 青春,乔一 / 湖南少年儿童出版社 / 2015-5-1 / 29.80元,(22708人评价),"◆暖！萌！甜！几乎每一段都令人笑出声来，但也不乏泪点。
◆真实恋爱成长回忆录，最萌最暖のLove story。
◆8张超萌爱心动全彩插图，随书赠送4张F君情..."
一个人的好天气,豆瓣图书标签: 青春,[日] 青山七惠 / 竺家荣 / 上海译文出版社 / 2007-9 / 15.00元,(70024人评价),《一个人的好天气》描述了一个打零工的女孩如何与年长亲人相处，同时追寻自我、独立的故事，走向自立的一名女孩在工作、生活和恋爱中的种种际遇和心情令人揪心，小说写...
此间的少年,豆瓣图书标签: 青春,江南 / 华文出版社 / 2004-1 / 25.00元,(35189人评价),《此间的少年》讲述的是让人熟悉的大学生活的故事。小说以宋代嘉佑年为时间背景，地点在以北大为模版的“汴京大学”，登场的人物是乔峰、郭靖、令狐冲等大侠，不过在大...
从你的全世界路过,豆瓣图书标签: 青春,张嘉佳 / 湖南文艺出版社 / 2013-11-1 / 36.00元,(76496人评价),"《从你的全世界路过》是微博上最会写故事的人张嘉佳献给你的心动故事。
最初以“睡前故事”系列的名义在网上疯狂流传，几天内达到1,500,000 次转发，超4亿..."
动物凶猛,豆瓣图书标签: 青春,王朔 / 中国电影出版社 / 2004-2 / 15.5,(17559人评价),他们逃课、泡妞、打群架，他们由于“不必学习那些后来注定要忘掉的无用的知识”而使自身的动物本能获得了空前的解放； 他们深知自己的未来已被框定于固定的范畴之内，...
陪安东尼度过漫长岁月,豆瓣图书标签: 青春,安东尼 / 长江文艺出版社 / 2008-3 / 18.00,(41826人评价),《陪安东尼度过漫长岁月》收集了作者安东尼在《最小说》上刊登过的部分散文，以及50%以上的最新作品。安东尼以一个普通男生的口吻，讲述了从20到23、从大学到工...
那些回不去的年少时光,豆瓣图书标签: 青春,桐华 / 江苏文艺出版社 / 2010-01 / 23.80元,(27618人评价),"最值得珍藏的怀旧读物，写给年少自己的书，纪念我们共同的青春和成长
您还记得上世纪最后十年的青春是怎样吗？那可是我们独一无二的成长！
那些回不去的年少时光》以..."
余生，请多指教,豆瓣图书标签: 青春,柏林石匠 / 百花洲文艺出版社 / 2016-10 / 32.00元,(1828人评价),"曾经以为，自己这辈子都等不到了——世界这么大，我又走得这么慢，要是遇不到良人要怎么办？
早过了“全球三十几亿男人，中国七亿男人，天涯何处无芳草”的猖狂岁月，..."
何以笙箫默,豆瓣图书标签: 青春,顾漫 / 朝华出版社 / 2007-4 / 15.00元,(117588人评价),一段年少时的爱恋，牵出一生的纠缠。大学时代的赵默笙阳光灿烂，对法学系大才子何以琛一见倾心，开朗直率的她拔足倒追，终于使才气出众的他为她停留驻足。然而，不善表...
少年巴比伦,豆瓣图书标签: 青春,路内 / 重庆出版社 / 2008-8 / 22.00元,(6228人评价),上个世纪90年代的戴城，路小路在一家化工厂上班，他是个愣头青，不知道未来和生活目标在哪里。跟着一个叫“老牛逼”的师傅混，没学会半点技术。在机修班，除了拧螺丝...
1995-2005夏至未至,豆瓣图书标签: 青春,郭敬明 / 春风文艺出版社 / 2005-2 / 24.00元,(67942人评价),故事开始于一个虚构的城市浅川，一个深北方长满高大香樟的城市。几个年轻的人开始自己的高中生活，一切都似乎格外的平静和缓慢，带着夏日特有的让人昏昏欲睡的叙述情绪...
坏一坏,豆瓣图书标签: 青春,凉炘 / 四川文艺出版社 / 2017-4-1 / 39,(216人评价),"“我天生瘙痒，必须投入战斗。保卫拥有的一切不被夺走，保护所爱的一切不受伤害。”
这是一本坏孩子故事集。19个离经叛道的成长故事，讲述“坏人”百态。
靠抢玫瑰..."
致我们终将逝去的青春,豆瓣图书标签: 青春,辛夷坞 / 朝华出版社 / 2007-8 / 25.00元,(80539人评价),自喻为“玉面小飞龙”的郑微，洋溢着青春活力，心怀着对邻家哥哥林静浓浓的爱意，来到大学。可是当她联系林静的时候，却发现出国的林静并没有告诉她任何消息。生性豁达...
微微一笑很倾城,豆瓣图书标签: 青春,顾漫 / 江苏文艺出版社 / 2009-8 / 25.00,(77070人评价),"如果你“惨”遭抛弃后，忽然有个很强很拽很不可一世的男人向你求婚，你怎么反应？
贝微微同学的反应是：“大神……你被盗号了么＝ ＝”
这个世界也太不真实了吧！
..."
﻿解忧杂货店,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,(225675人评价),"现代人内心流失的东西，这家杂货店能帮你找回——
僻静的街道旁有一家杂货店，只要写下烦恼投进卷帘门的投信口，第二天就会在店后的牛奶箱里得到回答。
因男友身患绝..."
白夜行,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2008-9 / 29.80元,(189478人评价),“只希望能手牵手在太阳下散步”，这个象征故事内核的绝望念想，有如一个美丽的幌子，随着无数凌乱、压抑、悲凉的故事片段像纪录片一样一一还原：没有痴痴相思，没有海...
嫌疑人X的献身,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,(142577人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
恶意,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 娄美莲 / 南海出版公司 / 2009-6 / 18.00,(67246人评价),"畅销书作家在出国的前一晚于家中被杀。凶手很快落网，对罪行供认不讳、但求速死，却对作案动机语焉不详。
他当真是罪犯？他究竟为何杀人？
在彻查被害人与凶手的过去..."
沉睡的人鱼之家,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 王蕴洁 / 北京联合出版公司 / 2017-6-6 / 39.8元,(2897人评价),"【内容简介】
如果推理小说一定要有死亡，这本书所触及的或许就是最残忍最令人绝望的一种情境。
一起事件，一个人的一生因此改变。仿佛跌入蛛网般绝望的挣扎，可这黑..."
放学后,豆瓣图书标签: 东野圭吾,[日]东野圭吾 / 赵峻 / 南海出版公司 / 2010-1 / 20.00元,(72781人评价),"东野圭吾成名作
荣获第31届江户川乱步奖
草长莺飞的青春，忽如琉璃般生生粉碎。
当美丽、纯粹、真实的事物被破坏，重视的回忆和梦想被摧毁时，恨意便开始萌发，恣..."
浪花少年侦探团,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 张舟 / 南海出版公司 / 2017-1 / 35.00元,(1383人评价),"◇你今天的心情不好吗？
读完东野圭吾的这本书，一定会好起来！
◇这样元气满满的可爱女生，
在东野圭吾的其他小说中从未见过
◇原以为是以孩子为中心的故事而不想..."
新参者,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 岳远坤 / 南海出版公司 / 2011-9 / 28.00元,(13347人评价),"东野圭吾继《白夜行》《嫌疑人X的献身》之后最重磅作品！
日本两大推理榜年度冠军
东野圭吾“加贺恭一郎系列”迄今最高杰作
2010年“这本推理小说了不起！BE..."
幻夜,豆瓣图书标签: 东野圭吾,〔日〕东野圭吾 / 李炜 / 南海出版公司 / 2009年9月 / 28.00元,(40068人评价),"《白夜行》姊妹篇   2004年入围第131届直木奖
是什么样的过去，造就了她的魔性？
是什么样的幻影，操纵着他的灵魂？
我们只能走在幻夜的路上，即使四周明..."
时生,豆瓣图书标签: 东野圭吾,〔日〕东野圭吾 / 徐建雄 / 南海出版公司 / 2010年1月 / 25.00,(23053人评价),《时生》为东野圭吾迄今风格最独特的一部，以惊天动地的想象和鬼斧神工的解谜，将幻想、悬疑、穿越、推理、亲情熔为一炉，东野圭吾更称其为迄今“集大成之作”，在东野...
雪地殺機,豆瓣图书标签: 东野圭吾,東野圭吾 / 林敏生 / 林白出版社 / 1996 / NT$210,(2678人评价),"內容簡介
已經試鏡合格的七位年輕男女，懷著明星夢，集合在初春的高原山莊內，準備接受即將展開的舞台訓練。
但是，在被大雪封鎖的孤立山莊內殺人劇上演了。隨著同伴..."
圣女的救济,豆瓣图书标签: 东野圭吾,[日] 东野圭吾 / 袁斌 / 当代世界出版社 / 2009-5 / 30.00,(18089人评价),丈夫在家里遭毒杀，身为嫌疑犯的妻子却有着铜墙铁壁般的不在场证明。究竟是如何下毒的？被称之为神探伽利略的汤川教授再度挑战高难度的不可能犯罪，去证明在那惟有女性...
祈祷落幕时,豆瓣图书标签: 东野圭吾,(日)东野圭吾 / 代珂 / 南海出版公司 / 2015-1 / 39.50元,(10693人评价),"一个女人被杀在一处廉价的公寓里。房间里没有任何生的气息，住在里面似乎准备随时迎接死亡。
案发现场找到了一本挂历，上面按月份写有东京十二座桥的名字。刑警加贺恭..."
